# Temperature (C), Mass Fraction
1.3087e+02,1.0000e+00
1.3104e+02,1.0000e+00
1.3120e+02,1.0000e+00
1.3137e+02,1.0000e+00
1.3154e+02,1.0000e+00
1.3170e+02,1.0000e+00
1.3187e+02,1.0000e+00
1.3204e+02,1.0000e+00
1.3220e+02,1.0000e+00
1.3237e+02,1.0000e+00
1.3254e+02,1.0000e+00
1.3270e+02,1.0000e+00
1.3287e+02,1.0000e+00
1.3304e+02,1.0000e+00
1.3320e+02,1.0000e+00
1.3337e+02,1.0000e+00
1.3354e+02,1.0000e+00
1.3370e+02,1.0000e+00
1.3387e+02,1.0000e+00
1.3404e+02,1.0000e+00
1.3420e+02,1.0000e+00
1.3437e+02,1.0000e+00
1.3454e+02,1.0000e+00
1.3470e+02,1.0000e+00
1.3487e+02,1.0000e+00
1.3504e+02,1.0000e+00
1.3520e+02,1.0000e+00
1.3537e+02,1.0000e+00
1.3554e+02,1.0000e+00
1.3570e+02,1.0000e+00
1.3587e+02,1.0000e+00
1.3604e+02,1.0000e+00
1.3620e+02,1.0000e+00
1.3637e+02,1.0000e+00
1.3654e+02,1.0000e+00
1.3670e+02,1.0000e+00
1.3687e+02,1.0000e+00
1.3704e+02,1.0000e+00
1.3720e+02,1.0000e+00
1.3737e+02,1.0000e+00
1.3754e+02,1.0000e+00
1.3770e+02,1.0000e+00
1.3787e+02,1.0000e+00
1.3804e+02,1.0000e+00
1.3820e+02,1.0000e+00
1.3837e+02,1.0000e+00
1.3854e+02,1.0000e+00
1.3870e+02,1.0000e+00
1.3887e+02,1.0000e+00
1.3904e+02,1.0000e+00
1.3920e+02,1.0000e+00
1.3937e+02,1.0000e+00
1.3954e+02,1.0000e+00
1.3970e+02,1.0000e+00
1.3987e+02,1.0000e+00
1.4004e+02,1.0000e+00
1.4020e+02,1.0000e+00
1.4037e+02,1.0000e+00
1.4054e+02,1.0000e+00
1.4070e+02,1.0000e+00
1.4087e+02,1.0000e+00
1.4104e+02,1.0000e+00
1.4120e+02,1.0000e+00
1.4137e+02,1.0000e+00
1.4154e+02,1.0000e+00
1.4170e+02,1.0000e+00
1.4187e+02,1.0000e+00
1.4204e+02,1.0000e+00
1.4220e+02,1.0000e+00
1.4237e+02,1.0000e+00
1.4254e+02,1.0000e+00
1.4270e+02,1.0000e+00
1.4287e+02,1.0000e+00
1.4304e+02,1.0000e+00
1.4320e+02,1.0000e+00
1.4337e+02,1.0000e+00
1.4354e+02,1.0000e+00
1.4370e+02,1.0000e+00
1.4387e+02,1.0000e+00
1.4404e+02,1.0000e+00
1.4421e+02,1.0000e+00
1.4437e+02,1.0000e+00
1.4454e+02,1.0000e+00
1.4471e+02,1.0000e+00
1.4487e+02,1.0000e+00
1.4504e+02,1.0000e+00
1.4521e+02,1.0000e+00
1.4537e+02,1.0000e+00
1.4554e+02,1.0000e+00
1.4571e+02,1.0000e+00
1.4587e+02,1.0000e+00
1.4604e+02,1.0000e+00
1.4621e+02,1.0000e+00
1.4637e+02,1.0000e+00
1.4654e+02,1.0000e+00
1.4671e+02,1.0000e+00
1.4687e+02,1.0000e+00
1.4704e+02,1.0000e+00
1.4721e+02,1.0000e+00
1.4737e+02,1.0000e+00
1.4754e+02,1.0000e+00
1.4771e+02,1.0000e+00
1.4787e+02,1.0000e+00
1.4804e+02,1.0000e+00
1.4821e+02,1.0000e+00
1.4837e+02,1.0000e+00
1.4854e+02,1.0000e+00
1.4871e+02,1.0000e+00
1.4887e+02,1.0000e+00
1.4904e+02,1.0000e+00
1.4921e+02,1.0000e+00
1.4937e+02,1.0000e+00
1.4954e+02,1.0000e+00
1.4971e+02,1.0000e+00
1.4987e+02,1.0000e+00
1.5004e+02,1.0000e+00
1.5021e+02,1.0000e+00
1.5037e+02,1.0000e+00
1.5054e+02,1.0000e+00
1.5071e+02,1.0000e+00
1.5087e+02,1.0000e+00
1.5104e+02,1.0000e+00
1.5121e+02,1.0000e+00
1.5137e+02,1.0000e+00
1.5154e+02,1.0000e+00
1.5171e+02,1.0000e+00
1.5187e+02,1.0000e+00
1.5204e+02,1.0000e+00
1.5221e+02,1.0000e+00
1.5237e+02,1.0000e+00
1.5254e+02,1.0000e+00
1.5271e+02,1.0000e+00
1.5287e+02,1.0000e+00
1.5304e+02,1.0000e+00
1.5321e+02,1.0000e+00
1.5337e+02,1.0000e+00
1.5354e+02,1.0000e+00
1.5371e+02,1.0000e+00
1.5387e+02,1.0000e+00
1.5404e+02,1.0000e+00
1.5421e+02,1.0000e+00
1.5437e+02,1.0000e+00
1.5454e+02,1.0000e+00
1.5471e+02,1.0000e+00
1.5487e+02,1.0000e+00
1.5504e+02,1.0000e+00
1.5521e+02,1.0000e+00
1.5537e+02,1.0000e+00
1.5554e+02,1.0000e+00
1.5571e+02,1.0000e+00
1.5587e+02,1.0000e+00
1.5604e+02,1.0000e+00
1.5621e+02,1.0000e+00
1.5637e+02,1.0000e+00
1.5654e+02,1.0000e+00
1.5671e+02,1.0000e+00
1.5687e+02,1.0000e+00
1.5704e+02,1.0000e+00
1.5721e+02,1.0000e+00
1.5737e+02,1.0000e+00
1.5754e+02,1.0000e+00
1.5771e+02,1.0000e+00
1.5787e+02,1.0000e+00
1.5804e+02,1.0000e+00
1.5821e+02,1.0000e+00
1.5837e+02,1.0000e+00
1.5854e+02,1.0000e+00
1.5871e+02,1.0000e+00
1.5887e+02,1.0000e+00
1.5904e+02,1.0000e+00
1.5921e+02,1.0000e+00
1.5937e+02,1.0000e+00
1.5954e+02,1.0000e+00
1.5971e+02,1.0000e+00
1.5987e+02,1.0000e+00
1.6004e+02,1.0000e+00
1.6021e+02,1.0000e+00
1.6037e+02,1.0000e+00
1.6054e+02,1.0000e+00
1.6071e+02,1.0000e+00
1.6087e+02,1.0000e+00
1.6104e+02,1.0000e+00
1.6121e+02,1.0000e+00
1.6137e+02,1.0000e+00
1.6154e+02,1.0000e+00
1.6171e+02,1.0000e+00
1.6188e+02,1.0000e+00
1.6204e+02,1.0000e+00
1.6221e+02,1.0000e+00
1.6238e+02,1.0000e+00
1.6254e+02,1.0000e+00
1.6271e+02,1.0000e+00
1.6288e+02,1.0000e+00
1.6304e+02,1.0000e+00
1.6321e+02,1.0000e+00
1.6338e+02,1.0000e+00
1.6354e+02,1.0000e+00
1.6371e+02,1.0000e+00
1.6388e+02,1.0000e+00
1.6404e+02,1.0000e+00
1.6421e+02,1.0000e+00
1.6438e+02,1.0000e+00
1.6454e+02,1.0000e+00
1.6471e+02,1.0000e+00
1.6488e+02,1.0000e+00
1.6504e+02,1.0000e+00
1.6521e+02,1.0000e+00
1.6538e+02,1.0000e+00
1.6554e+02,1.0000e+00
1.6571e+02,1.0000e+00
1.6588e+02,1.0000e+00
1.6604e+02,1.0000e+00
1.6621e+02,1.0000e+00
1.6638e+02,1.0000e+00
1.6654e+02,1.0000e+00
1.6671e+02,1.0000e+00
1.6688e+02,1.0000e+00
1.6704e+02,1.0000e+00
1.6721e+02,1.0000e+00
1.6738e+02,1.0000e+00
1.6754e+02,1.0000e+00
1.6771e+02,1.0000e+00
1.6788e+02,1.0000e+00
1.6804e+02,1.0000e+00
1.6821e+02,1.0000e+00
1.6838e+02,1.0000e+00
1.6854e+02,1.0000e+00
1.6871e+02,1.0000e+00
1.6888e+02,1.0000e+00
1.6904e+02,1.0000e+00
1.6921e+02,1.0000e+00
1.6938e+02,1.0000e+00
1.6954e+02,1.0000e+00
1.6971e+02,1.0000e+00
1.6988e+02,1.0000e+00
1.7004e+02,1.0000e+00
1.7021e+02,1.0000e+00
1.7038e+02,1.0000e+00
1.7054e+02,1.0000e+00
1.7071e+02,1.0000e+00
1.7088e+02,1.0000e+00
1.7104e+02,1.0000e+00
1.7121e+02,1.0000e+00
1.7138e+02,1.0000e+00
1.7154e+02,1.0000e+00
1.7171e+02,1.0000e+00
