Temperature (C),Mass Fraction
287.829,0.853849535
287.991,0.851692037
288.159,0.849474609
288.315,0.84726717
288.473,0.845059731
288.631,0.842832315
288.794,0.840604898
288.951,0.83832754
289.116,0.836070159
289.268,0.8337928
289.435,0.831525431
289.592,0.829218107
289.747,0.826910783
289.917,0.82460346
290.08,0.822286148
290.241,0.819958848
290.397,0.817591594
290.559,0.815234328
290.722,0.812867074
290.888,0.81049982
291.056,0.808092613
291.217,0.805705382
291.376,0.803308163
291.539,0.800910943
291.703,0.798503736
291.866,0.796096528
292.031,0.793699309
292.195,0.79130209
292.355,0.788924847
292.521,0.786567582
292.688,0.784210316
292.852,0.781873027
293.025,0.779555715
293.187,0.77725838
293.349,0.775020976
293.519,0.772773583
293.681,0.770546166
293.846,0.768338727
294.017,0.766211195
294.189,0.764063686
294.362,0.761946142
294.532,0.759848576
294.697,0.757780974
294.866,0.75579328
295.026,0.753785609
295.191,0.751807903
295.37,0.749850174
295.542,0.747972352
295.709,0.746074554
295.885,0.744196732
296.047,0.742348875
296.222,0.740520996
296.392,0.738753046
296.564,0.736975109
296.727,0.73520716
296.902,0.733459187
297.07,0.731761157
297.237,0.730053138
297.405,0.728365096
297.587,0.726697031
297.752,0.725048943
297.926,0.723460785
298.092,0.721852651
298.268,0.720254505
298.44,0.718666347
298.605,0.717128131
298.786,0.715579927
298.949,0.714041712
299.119,0.712513484
299.292,0.710995246
299.467,0.70951696
299.643,0.708028687
299.818,0.706550402
299.987,0.705072116
300.15,0.703633785
300.325,0.702175476
300.488,0.700727156
300.66,0.699288825
300.83,0.697860482
301.001,0.696442127
301.177,0.695033761
301.341,0.693625395
301.515,0.692227017
301.685,0.690848616
301.852,0.689460226
302.03,0.688071837
302.19,0.686683447
302.368,0.685305046
302.541,0.683946622
302.717,0.682578209
302.881,0.681219785
303.052,0.679871349
303.219,0.678532902
303.387,0.677194454
303.561,0.675856007
303.733,0.674537536
303.908,0.673219066
304.08,0.671920572
304.251,0.670602102
304.422,0.669293619
304.584,0.667985137
304.755,0.666676655
304.934,0.665368173
305.098,0.664059691
305.265,0.662751209
305.445,0.661442726
305.618,0.660154221
305.783,0.658865716
305.959,0.657587199
306.129,0.65631867
306.299,0.655070119
306.475,0.65380159
306.634,0.652553038
306.812,0.651304487
306.986,0.650055935
307.158,0.64882736
307.325,0.647588797
307.496,0.646360222
307.666,0.645121659
307.84,0.643893084
308.009,0.642664509
308.186,0.641445923
308.357,0.640217348
308.522,0.638998761
308.688,0.637790163
308.859,0.636581565
309.027,0.635372967
309.193,0.634174358
309.371,0.632975748
309.545,0.631787127
309.71,0.630598506
309.875,0.629409885
310.046,0.628231252
310.213,0.627072596
310.384,0.62591394
310.556,0.624755284
310.725,0.623596628
310.899,0.622457949
311.064,0.621309281
311.226,0.620160614
311.39,0.619021935
311.574,0.617883255
311.742,0.616744576
311.911,0.615615886
312.086,0.614487195
312.25,0.613358504
312.419,0.612239802
312.595,0.611141076
312.757,0.610032362
312.933,0.608933637
313.1,0.607834912
313.268,0.60677614
313.446,0.605697391
313.617,0.604618642
313.783,0.603539894
313.952,0.602461145
314.126,0.601382396
314.302,0.600313636
314.475,0.599234888
314.645,0.59814615
314.799,0.597087379
314.971,0.596018618
315.146,0.594969835
315.324,0.593921052
315.49,0.592892245
315.657,0.591863438
315.828,0.590834632
315.994,0.589805825
316.173,0.588787007
316.34,0.587778177
316.514,0.586759359
316.682,0.585750529
316.846,0.5847417
317.014,0.583742858
317.179,0.582734029
317.352,0.581735187
317.519,0.580736346
317.695,0.579747493
317.86,0.578768628
318.031,0.577789764
318.201,0.576820888
318.371,0.575842023
318.536,0.574893124
318.717,0.573934236
318.885,0.572975349
319.05,0.572026449
319.218,0.571067562
319.385,0.570128651
319.555,0.56918974
319.729,0.568260817
319.898,0.567321907
320.068,0.566392984
320.234,0.565464062
320.404,0.564525151
320.571,0.56358624
320.745,0.562657318
320.91,0.561728395
321.082,0.560809461
321.249,0.559890527
321.42,0.558971593
321.582,0.558072636
321.757,0.557183667
321.923,0.55628471
322.09,0.555405729
322.257,0.554536737
322.429,0.553687722
322.6,0.552828719
322.775,0.551969715
322.943,0.551110712
323.111,0.550251708
323.28,0.549392704
323.442,0.548533701
323.62,0.547674697
323.779,0.546825682
323.946,0.545966679
324.131,0.545127652
324.3,0.544298614
324.459,0.543479564
324.627,0.542670502
324.803,0.541851452
324.968,0.541032402
325.136,0.540223341
325.305,0.539404291
325.477,0.53859523
325.648,0.537796156
325.82,0.536987095
325.982,0.536178033
326.15,0.535388949
326.322,0.534599864
326.498,0.533800791
326.664,0.533021695
326.828,0.532242599
327.006,0.531473491
327.176,0.530714371
327.345,0.529955252
327.512,0.529196132
327.68,0.528437013
327.85,0.527687882
328.027,0.526948739
328.187,0.526199608
328.362,0.525460466
328.532,0.524731312
328.702,0.523992169
328.866,0.523263015
329.04,0.522523872
329.216,0.521794718
329.385,0.521065564
329.55,0.520326421
329.722,0.519607256
329.889,0.518878101
330.06,0.518158936
330.229,0.51743977
330.395,0.516730593
330.56,0.516031404
330.734,0.515352191
330.9,0.514662991
331.067,0.513983779
331.244,0.513304567
331.417,0.512625355
331.584,0.511976108
331.75,0.511316872
331.915,0.510657637
332.087,0.509998402
332.253,0.509359143
332.428,0.508709897
332.603,0.50806065
332.779,0.507411403
332.944,0.506772144
333.115,0.506122897
333.278,0.505483639
333.445,0.504834392
333.609,0.504185145
333.78,0.503555875
333.948,0.502936594
334.114,0.502317312
334.284,0.501708019
334.448,0.501098725
334.618,0.500509409
334.782,0.499920093
334.958,0.499330776
335.122,0.49874146
335.296,0.498152144
335.463,0.497572816
335.635,0.496993488
335.804,0.49641416
335.974,0.495834832
336.145,0.49527548
336.327,0.494706141
336.493,0.494136801
336.661,0.49357745
336.83,0.493028087
336.999,0.492478725
337.167,0.491919374
337.34,0.491370011
337.513,0.490820648
337.674,0.490291262
337.84,0.489761876
338.012,0.489222502
338.195,0.488703104
338.362,0.488193695
338.521,0.487674298
338.686,0.487164889
338.855,0.48665548
339.036,0.486156059
339.208,0.485666627
339.374,0.485177194
339.546,0.484687762
339.716,0.48419833
339.883,0.483718886
340.051,0.483229454
340.227,0.48275001
340.389,0.482280555
340.561,0.481811099
340.73,0.481351632
340.898,0.480892165
341.064,0.480432698
341.237,0.479973231
341.411,0.479533741
341.582,0.479084262
341.746,0.478634784
341.919,0.478195293
342.095,0.477755803
342.261,0.47733629
342.426,0.476906788
342.593,0.476487275
342.762,0.476067761
342.938,0.475668225
343.1,0.4752587
343.286,0.474859163
343.452,0.474449638
343.613,0.474050102
343.787,0.473660554
343.958,0.473271006
344.129,0.472891446
344.292,0.472511886
344.454,0.472142315
344.633,0.471772744
344.804,0.471413161
344.974,0.471053578
345.141,0.470693995
345.311,0.470354389
345.482,0.470004794
345.65,0.469665188
345.82,0.469315594
345.992,0.468965999
346.156,0.468626393
346.324,0.468286787
346.49,0.46795717
346.67,0.467627552
346.842,0.467297934
347.008,0.466968317
347.177,0.466658676
347.351,0.466349035
347.522,0.466039394
347.688,0.46574973
347.857,0.465460066
348.032,0.465170402
348.192,0.46487075
348.368,0.464591074
348.536,0.464311399
348.7,0.464021735
348.871,0.463732071
349.04,0.463442407
349.205,0.463162731
349.37,0.462883056
349.542,0.46260338
349.713,0.462343681
349.881,0.462093971
350.054,0.461844261
350.218,0.46159455
350.387,0.46134484
350.56,0.461105118
350.725,0.460875385
350.889,0.460635663
351.062,0.460395941
351.232,0.460166207
351.401,0.459946462
351.576,0.459726717
351.746,0.459506972
351.913,0.459287227
352.084,0.459087459
352.255,0.458877702
352.417,0.458677934
352.583,0.458468177
352.753,0.458268409
352.919,0.45806864
353.087,0.457868872
353.261,0.457669104
353.426,0.457479324
353.599,0.457299533
353.773,0.457119741
353.949,0.45693995
354.108,0.456760158
