"T, K","m, mg"
544.893,10.6183
544.952,10.6044
545,10.5903
545.041,10.5763
545.092,10.5624
545.144,10.5488
545.201,10.5352
545.244,10.5218
545.287,10.5085
545.34,10.4953
545.403,10.4826
545.454,10.4698
545.509,10.457
545.554,10.4444
545.6,10.4321
545.656,10.4197
545.706,10.4075
545.762,10.3954
545.812,10.3834
545.855,10.3719
545.909,10.3603
545.966,10.3487
546.022,10.3372
546.072,10.326
546.124,10.3147
546.173,10.3036
546.232,10.2925
546.277,10.2816
546.327,10.271
546.38,10.2604
546.434,10.2499
546.478,10.2395
546.539,10.2295
546.597,10.2193
546.646,10.2093
546.698,10.1993
546.743,10.1894
546.805,10.1798
546.849,10.1701
546.897,10.1606
546.954,10.151
547.016,10.1418
547.071,10.1325
547.128,10.1233
547.171,10.1141
547.232,10.105
547.282,10.0962
547.332,10.0873
547.387,10.0785
547.441,10.0697
547.494,10.0612
547.549,10.0526
547.6,10.0442
547.651,10.0357
547.702,10.0273
547.763,10.0192
547.812,10.0109
547.863,10.0028
547.92,9.9947
547.97,9.9868
548.029,9.9788
548.072,9.971
548.126,9.9631
548.186,9.9553
548.245,9.9479
548.296,9.9403
548.342,9.9327
548.389,9.9253
548.437,9.9179
548.495,9.9105
548.555,9.9031
548.601,9.8958
548.651,9.8886
548.709,9.8814
548.755,9.8743
548.806,9.8672
548.86,9.8601
548.917,9.8532
548.967,9.8463
549.019,9.8394
549.081,9.8325
549.128,9.8257
549.178,9.819
549.226,9.8122
549.273,9.8055
549.334,9.7987
549.388,9.7921
549.442,9.7855
549.492,9.7789
549.545,9.7723
549.596,9.7658
549.646,9.7594
549.704,9.7529
549.756,9.7465
549.807,9.74
549.859,9.7336
549.915,9.7273
549.963,9.721
550.011,9.7147
550.062,9.7084
550.121,9.7022
550.178,9.696
550.234,9.6898
550.288,9.6836
550.342,9.6774
550.398,9.6713
550.449,9.6652
550.499,9.6591
550.539,9.653
550.592,9.6471
550.651,9.6411
550.697,9.6352
550.748,9.6293
550.805,9.6235
550.85,9.6176
550.9,9.6118
550.955,9.6059
551.008,9.6001
551.056,9.5943
551.108,9.5885
551.162,9.5827
551.212,9.5769
551.262,9.5712
551.315,9.5655
551.372,9.5597
551.407,9.554
551.458,9.5483
551.515,9.5427
551.566,9.537
551.613,9.5314
551.668,9.5258
551.722,9.5202
551.764,9.5146
551.824,9.509
551.87,9.5035
551.93,9.498
551.98,9.4925
552.026,9.487
552.078,9.4815
552.137,9.476
552.184,9.4705
552.235,9.4649
552.291,9.4594
552.345,9.4539
552.398,9.4484
552.45,9.4431
552.507,9.4377
552.554,9.4323
552.603,9.4268
552.649,9.4215
552.702,9.4161
552.756,9.4107
552.811,9.4053
552.866,9.3999
552.907,9.3945
552.955,9.3891
553.005,9.3838
553.061,9.3785
553.116,9.3734
553.162,9.3682
553.215,9.3629
553.265,9.3577
553.319,9.3526
553.363,9.3474
553.414,9.3421
553.464,9.3369
553.52,9.3317
553.573,9.3266
553.624,9.3213
553.671,9.3162
553.723,9.3111
553.771,9.3059
553.824,9.3007
553.872,9.2956
553.927,9.2904
553.986,9.2853
554.032,9.2802
554.083,9.2752
554.142,9.2701
554.191,9.265
554.24,9.2599
554.287,9.2549
554.339,9.2498
554.385,9.2447
554.436,9.2395
554.491,9.2345
554.545,9.2295
554.593,9.2245
554.644,9.2195
554.697,9.2146
554.744,9.2097
554.794,9.2047
554.842,9.1998
554.892,9.1948
554.948,9.1899
554.997,9.1849
555.048,9.18
555.1,9.175
555.147,9.17
555.199,9.165
555.251,9.1601
555.3,9.1552
555.351,9.1503
555.405,9.1455
555.455,9.1406
555.506,9.1358
555.555,9.1309
555.608,9.1261
555.658,9.1213
555.705,9.1164
555.763,9.1116
555.813,9.1067
555.862,9.1019
555.913,9.0971
555.973,9.0922
556.021,9.0874
556.068,9.0826
556.113,9.0778
556.164,9.073
556.217,9.0682
556.267,9.0634
556.315,9.0587
556.367,9.054
556.418,9.0492
556.474,9.0445
556.521,9.0398
556.564,9.035
556.617,9.0303
556.665,9.0256
556.717,9.0209
556.766,9.0161
556.81,9.0114
556.861,9.0067
556.918,9.0021
556.964,8.9974
557.014,8.9929
557.058,8.9882
557.115,8.9836
557.163,8.9791
557.209,8.9744
557.263,8.9698
557.315,8.9652
557.374,8.9606
557.418,8.9559
557.462,8.9513
557.51,8.9466
557.563,8.942
557.609,8.9373
557.655,8.9328
557.716,8.9282
557.759,8.9236
557.823,8.919
557.873,8.9144
557.928,8.9099
557.976,8.9054
558.022,8.9008
558.07,8.8963
558.129,8.8918
558.175,8.8873
558.225,8.8828
558.27,8.8783
558.317,8.8738
558.377,8.8693
558.426,8.8648
558.474,8.8602
558.53,8.8558
558.577,8.8513
558.624,8.8469
558.681,8.8424
558.725,8.838
558.779,8.8336
558.832,8.8292
558.869,8.8248
558.93,8.8204
558.985,8.816
559.034,8.8116
559.084,8.8072
559.135,8.8028
559.187,8.7984
559.232,8.794
559.278,8.7896
559.329,8.7853
559.38,8.7809
559.433,8.7766
559.483,8.7722
559.539,8.7679
559.588,8.7635
559.633,8.7592
559.688,8.7548
559.739,8.7504
559.794,8.746
559.838,8.7417
559.888,8.7373
559.936,8.733
559.986,8.7288
560.039,8.7245
560.093,8.7202
560.145,8.7159
560.199,8.7117
560.252,8.7074
560.298,8.7031
560.353,8.6989
560.392,8.6946
560.444,8.6903
560.496,8.686
560.548,8.6818
560.599,8.6776
560.661,8.6733
560.705,8.6691
560.754,8.6648
560.807,8.6606
560.853,8.6564
560.903,8.6523
560.958,8.6481
561.011,8.6439
561.056,8.6397
561.097,8.6355
561.155,8.6314
561.2,8.6273
561.26,8.6232
561.299,8.6191
561.35,8.615
561.408,8.6108
561.458,8.6067
561.511,8.6026
561.561,8.5984
561.606,8.5942
561.663,8.5902
561.716,8.5861
561.761,8.5821
561.809,8.5781
561.862,8.574
561.916,8.5699
561.96,8.5658
562.01,8.5616
562.064,8.5575
562.115,8.5534
562.167,8.5493
562.211,8.5452
562.263,8.5411
562.308,8.5371
562.363,8.533
562.415,8.529
562.464,8.525
562.514,8.521
562.562,8.517
562.619,8.513
562.668,8.509
562.719,8.505
562.767,8.501
562.821,8.497
562.873,8.493
562.927,8.489
562.975,8.485
563.024,8.481
563.077,8.477
563.126,8.473
563.181,8.469
563.223,8.465
563.271,8.461
563.328,8.4571
563.386,8.4532
563.433,8.4494
563.481,8.4455
563.528,8.4416
563.582,8.4377
563.631,8.4338
563.684,8.43
563.734,8.4262
563.786,8.4223
563.837,8.4185
563.886,8.4146
563.938,8.4107
563.994,8.4068
564.044,8.4029
564.09,8.3989
564.14,8.3951
564.19,8.3912
564.239,8.3873
564.29,8.3835
564.337,8.3796
564.389,8.3758
564.441,8.372
564.491,8.3682
564.537,8.3644
564.593,8.3605
564.639,8.3567
564.691,8.3529
564.743,8.349
564.79,8.3451
564.835,8.3412
564.894,8.3372
564.936,8.3331
564.983,8.3289
565.035,8.3249
565.083,8.3208
565.133,8.3168
565.185,8.3127
565.23,8.3088
565.279,8.3049
565.334,8.301
565.386,8.2972
565.434,8.2934
565.479,8.2896
565.527,8.2858
565.584,8.282
565.64,8.2782
565.685,8.2744
565.732,8.2706
565.79,8.2669
565.843,8.2632
565.895,8.2595
565.936,8.2558
565.99,8.2521
566.041,8.2484
566.091,8.2448
566.139,8.2411
566.195,8.2374
566.25,8.2337
566.298,8.2301
566.344,8.2265
566.4,8.2229
566.449,8.2193
566.498,8.2157
566.557,8.2121
566.607,8.2085
566.657,8.2049
566.7,8.2013
566.75,8.1977
566.798,8.1941
566.846,8.1905
566.899,8.1868
566.944,8.1832
567,8.1796
567.05,8.1761
567.099,8.1725
567.158,8.1689
567.204,8.1654
567.253,8.1618
567.307,8.1583
567.356,8.1547
567.404,8.1511
567.457,8.1476
567.508,8.144
567.556,8.1404
567.606,8.1369
567.66,8.1333
567.708,8.1298
567.759,8.1263
567.808,8.1228
567.857,8.1192
567.914,8.1158
567.958,8.1123
568.014,8.1088
568.066,8.1053
568.112,8.1018
568.16,8.0984
568.216,8.0949
568.263,8.0915
568.313,8.088
568.365,8.0846
568.413,8.0812
568.462,8.0777
568.521,8.0742
568.567,8.0707
568.615,8.0672
568.663,8.0638
568.714,8.0604
568.767,8.0569
568.821,8.0535
568.869,8.05
568.923,8.0466
568.975,8.0431
569.018,8.0397
569.069,8.0363
569.118,8.0329
569.169,8.0294
569.222,8.026
569.264,8.0226
569.312,8.0192
569.365,8.0158
569.417,8.0124
569.47,8.0091
569.517,8.0057
569.569,8.0024
569.623,7.999
569.666,7.9957
569.721,7.9923
569.771,7.989
569.83,7.9856
569.875,7.9822
569.928,7.9788
569.974,7.9754
570.03,7.9721
570.083,7.9687
570.124,7.9653
570.176,7.962
570.226,7.9587
570.281,7.9554
570.339,7.952
570.386,7.9487
570.439,7.9454
570.484,7.942
570.531,7.9387
570.581,7.9353
570.63,7.9321
570.68,7.9288
570.736,7.9255
570.784,7.9222
570.835,7.9189
570.888,7.9157
570.936,7.9124
570.987,7.9091
571.038,7.9059
571.089,7.9026
571.144,7.8993
571.188,7.896
571.24,7.8928
571.288,7.8894
571.341,7.8861
571.396,7.8829
571.439,7.8796
571.495,7.8763
571.542,7.8731
571.593,7.8699
571.646,7.8667
571.691,7.8635
571.746,7.8602
571.8,7.857
571.855,7.8538
571.902,7.8506
571.952,7.8474
572.002,7.8442
572.054,7.841
572.101,7.8378
572.156,7.8346
572.202,7.8314
572.25,7.8283
572.299,7.8251
572.35,7.8219
572.406,7.8187
572.45,7.8155
572.498,7.8123
572.549,7.8091
572.596,7.8059
572.641,7.8027
572.691,7.7995
572.747,7.7963
572.795,7.7932
572.849,7.7901
572.9,7.787
572.944,7.7839
572.998,7.7807
573.045,7.7776
573.095,7.7744
573.144,7.7713
573.193,7.7682
573.242,7.765
573.297,7.7619
573.358,7.7588
573.401,7.7557
573.453,7.7526
573.504,7.7494
573.548,7.7463
573.601,7.7432
573.663,7.7401
573.711,7.7369
573.76,7.7338
573.808,7.7307
573.862,7.7275
573.911,7.7244
573.969,7.7213
574.012,7.7182
574.063,7.7151
574.12,7.7121
574.169,7.709
574.221,7.706
574.272,7.703
574.318,7.7
574.366,7.6969
574.42,7.6939
574.47,7.6908
574.521,7.6877
574.571,7.6846
574.616,7.6815
574.668,7.6784
574.727,7.6753
574.776,7.6722
574.826,7.669
574.879,7.6658
574.921,7.6626
574.977,7.6595
575.024,7.6563
575.075,7.6532
575.121,7.6501
575.176,7.6471
575.23,7.6441
575.278,7.641
575.324,7.638
575.369,7.635
575.415,7.632
575.47,7.629
575.516,7.626
575.567,7.623
575.616,7.62
575.668,7.617
575.716,7.614
575.771,7.611
575.826,7.608
575.873,7.605
575.927,7.602
575.978,7.599
576.028,7.596
576.078,7.5931
576.134,7.5901
576.186,7.5871
576.235,7.5842
576.279,7.5814
576.327,7.5785
576.373,7.5756
576.421,7.5727
576.475,7.5698
576.535,7.5668
576.583,7.5639
576.637,7.5609
576.684,7.558
576.728,7.555
576.785,7.5521
576.829,7.5492
576.881,7.5463
576.928,7.5434
576.977,7.5406
577.035,7.5378
577.082,7.5349
577.133,7.5319
577.178,7.529
577.229,7.5262
577.285,7.5233
577.339,7.5204
577.386,7.5176
577.435,7.5147
577.484,7.5118
577.537,7.5089
577.587,7.5061
577.639,7.5032
577.694,7.5003
577.741,7.4976
577.791,7.4948
577.845,7.4919
577.893,7.4892
577.945,7.4863
577.99,7.4835
578.045,7.4807
578.096,7.4778
578.143,7.475
578.196,7.4721
578.244,7.4693
578.291,7.4664
578.341,7.4636
578.39,7.4608
578.446,7.458
578.495,7.4552
578.55,7.4523
578.595,7.4496
578.648,7.4468
578.698,7.444
578.749,7.4412
578.801,7.4385
578.846,7.4358
578.902,7.433
578.948,7.4303
579.001,7.4275
579.052,7.4248
579.096,7.422
579.146,7.4192
579.189,7.4164
579.244,7.4137
579.294,7.411
579.348,7.4082
579.407,7.4055
579.456,7.4028
579.506,7.4001
579.555,7.3974
579.605,7.3947
579.656,7.392
579.705,7.3893
579.75,7.3866
579.798,7.3839
579.853,7.3811
579.902,7.3783
579.949,7.3756
580.004,7.3729
580.056,7.3701
580.103,7.3674
580.151,7.3648
580.206,7.3621
580.259,7.3594
580.313,7.3567
580.358,7.3541
580.414,7.3515
580.462,7.3488
580.517,7.3462
580.568,7.3436
580.611,7.3409
580.669,7.3383
580.719,7.3356
580.773,7.333
580.824,7.3303
580.874,7.3277
580.918,7.3251
580.972,7.3224
581.023,7.3198
581.075,7.3172
581.129,7.3146
581.18,7.3119
581.227,7.3093
581.27,7.3067
581.32,7.3041
581.375,7.3016
581.433,7.2991
581.483,7.2966
581.535,7.2941
581.586,7.2916
581.631,7.2891
581.679,7.2865
581.735,7.2838
581.78,7.2812
581.834,7.2786
581.885,7.276
581.94,7.2733
581.992,7.2708
582.031,7.2682
582.088,7.2657
582.137,7.2632
582.188,7.2607
582.239,7.2582
582.286,7.2557
582.33,7.2531
582.386,7.2506
582.436,7.248
582.482,7.2455
582.534,7.243
582.592,7.2404
582.641,7.2379
582.688,7.2354
582.738,7.2329
582.787,7.2304
582.838,7.2279
582.887,7.2254
582.939,7.2229
582.989,7.2204
583.04,7.2179
583.09,7.2154
583.141,7.2129
583.188,7.2105
583.242,7.208
583.29,7.2056
583.343,7.2031
583.393,7.2007
583.445,7.1983
583.503,7.1958
583.554,7.1935
583.603,7.1911
583.661,7.1887
583.711,7.1862
583.755,7.1838
583.812,7.1813
583.859,7.1789
583.913,7.1764
583.967,7.174
584.009,7.1715
584.068,7.1691
584.109,7.1667
584.155,7.1643
584.209,7.1619
584.262,7.1596
584.319,7.1572
584.369,7.1548
584.42,7.1524
584.478,7.1501
584.53,7.1477
584.578,7.1453
584.628,7.1429
584.675,7.1406
584.722,7.1382
584.777,7.1359
584.83,7.1335
584.882,7.1312
584.926,7.129
584.977,7.1267
585.025,7.1244
585.082,7.1221
585.137,7.1199
585.185,7.1176
585.228,7.1153
585.284,7.113
585.33,7.1107
585.387,7.1083
585.442,7.106
585.494,7.1037
585.542,7.1014
585.588,7.0991
585.637,7.0969
585.692,7.0947
585.744,7.0924
585.794,7.0901
585.849,7.0879
585.903,7.0857
585.946,7.0834
586.003,7.0811
586.052,7.0789
586.102,7.0767
586.155,7.0744
586.208,7.0721
586.252,7.0699
586.299,7.0677
586.348,7.0654
586.406,7.0631
586.445,7.0609
586.502,7.0587
586.559,7.0565
586.598,7.0543
586.66,7.0521
586.707,7.0499
586.756,7.0477
586.81,7.0456
586.866,7.0434
586.912,7.0413
586.957,7.0392
587.011,7.0371
587.059,7.0349
587.112,7.0327
587.165,7.0306
587.216,7.0284
587.275,7.0263
587.324,7.0241
587.371,7.022
587.419,7.0198
587.468,7.0177
587.521,7.0155
587.573,7.0134
587.626,7.0113
587.677,7.0092
587.727,7.0071
587.78,7.005
587.833,7.0028
587.881,7.0008
587.932,6.9986
587.991,6.9965
588.036,6.9944
588.08,6.9923
588.137,6.9902
588.184,6.9881
588.233,6.9861
588.291,6.984
588.35,6.982
588.392,6.98
588.435,6.978
588.497,6.976
588.544,6.974
588.598,6.9719
588.649,6.9698
588.699,6.9677
588.749,6.9656
588.806,6.9634
588.851,6.9613
588.903,6.9592
588.948,6.9571
589.007,6.9551
589.049,6.9531
589.104,6.951
589.155,6.949
589.206,6.947
589.267,6.945
589.311,6.943
589.36,6.941
589.412,6.939
589.464,6.937
589.512,6.935
589.559,6.9331
589.613,6.9312
589.667,6.9293
589.713,6.9274
589.773,6.9257
589.813,6.9238
589.87,6.9219
589.917,6.9199
589.972,6.9179
590.028,6.916
590.073,6.914
590.128,6.912
590.177,6.91
590.23,6.9081
590.279,6.9062
590.328,6.9043
590.381,6.9024
590.434,6.9006
590.48,6.8988
590.532,6.8969
590.587,6.895
590.632,6.8931
590.682,6.8912
590.732,6.8893
590.786,6.8875
590.833,6.8856
590.881,6.8837
590.935,6.8819
590.981,6.8801
591.035,6.8783
591.084,6.8764
591.139,6.8746
591.185,6.8728
591.238,6.871
591.287,6.8692
591.339,6.8673
591.387,6.8655
591.443,6.8637
591.495,6.8619
591.537,6.8601
591.586,6.8583
591.64,6.8565
591.688,6.8548
591.743,6.853
591.797,6.8512
591.846,6.8494
591.89,6.8476
591.943,6.8458
592,6.844
592.05,6.8422
592.09,6.8405
592.144,6.8388
592.194,6.837
592.252,6.8353
592.301,6.8335
592.347,6.8318
592.401,6.83
592.453,6.8283
592.49,6.8266
592.542,6.8249
592.594,6.8231
592.646,6.8214
592.696,6.8196
592.746,6.8178
592.796,6.8161
592.849,6.8143
592.902,6.8126
592.95,6.8108
593.002,6.8091
593.052,6.8074
593.107,6.8057
593.15,6.804
593.207,6.8024
593.255,6.8007
593.306,6.799
593.346,6.7973
593.4,6.7957
593.454,6.7941
593.503,6.7925
593.549,6.7908
593.597,6.7892
593.648,6.7876
593.705,6.786
593.747,6.7844
593.806,6.7828
593.855,6.7812
593.909,6.7796
593.957,6.778
594.008,6.7764
594.056,6.7749
594.103,6.7733
594.156,6.7717
594.216,6.7702
594.266,6.7686
594.32,6.767
594.361,6.7654
594.408,6.7639
594.459,6.7623
594.506,6.7608
594.563,6.7593
594.611,6.7578
594.66,6.7563
594.712,6.7548
594.762,6.7533
594.809,6.7518
594.861,6.7502
594.913,6.7488
594.962,6.7472
595.011,6.7457
595.064,6.7441
595.118,6.7426
595.164,6.7411
595.218,6.7396
595.274,6.7381
595.325,6.7366
595.374,6.7351
595.418,6.7337
595.47,6.7322
595.523,6.7307
595.573,6.7293
595.624,6.7278
595.672,6.7262
595.716,6.7248
595.772,6.7233
595.82,6.7219
595.869,6.7205
595.921,6.719
595.973,6.7176
596.022,6.7162
596.071,6.7148
596.118,6.7134
596.17,6.712
596.22,6.7105
596.265,6.7091
596.312,6.7077
596.366,6.7063
596.429,6.705
596.475,6.7036
596.525,6.7022
596.574,6.7009
596.626,6.6995
596.673,6.6982
596.721,6.6968
596.775,6.6954
596.825,6.6941
596.876,6.6927
596.93,6.6913
596.984,6.69
597.035,6.6887
597.085,6.6873
597.134,6.6861
597.18,6.6848
597.229,6.6834
597.283,6.6821
597.326,6.6809
597.377,6.6795
597.432,6.6782
597.487,6.677
597.534,6.6757
597.577,6.6744
597.64,6.6731
597.694,6.6719
597.743,6.6707
597.79,6.6694
597.84,6.6681
597.888,6.6669
597.945,6.6656
597.996,6.6643
598.036,6.663
598.087,6.6618
598.14,6.6604
598.194,6.6591
598.236,6.6579
598.291,6.6567
598.345,6.6554
598.396,6.6543
598.444,6.6531
598.491,6.6519
598.543,6.6507
598.592,6.6496
598.646,6.6484
598.693,6.6472
598.743,6.646
598.793,6.6448
598.838,6.6436
598.897,6.6423
598.947,6.6411
599.002,6.6399
599.046,6.6387
599.1,6.6375
599.154,6.6363
599.206,6.6352
599.257,6.634
599.307,6.6329
599.362,6.6317
599.404,6.6306
599.46,6.6294
599.517,6.6283
599.555,6.6272
599.612,6.626
599.658,6.6248
599.713,6.6237
599.764,6.6225
599.816,6.6214
599.857,6.6203
599.907,6.6192
599.966,6.6182
600.012,6.6171
600.069,6.6161
600.115,6.615
600.167,6.6139
600.225,6.6128
600.271,6.6117
600.313,6.6105
600.366,6.6094
600.412,6.6083
600.461,6.6072
600.516,6.6061
600.566,6.6051
600.619,6.604
600.668,6.603
600.711,6.602
600.765,6.601
600.812,6.6
600.853,6.599
600.909,6.598
600.953,6.597
601.009,6.596
601.056,6.595
601.109,6.594
601.165,6.593
601.211,6.592
601.262,6.591
601.316,6.59
601.365,6.589
601.419,6.588
601.464,6.587
601.51,6.586
601.564,6.585
601.609,6.584
601.668,6.583
601.717,6.582
601.768,6.581
601.813,6.5801
601.865,6.5792
601.914,6.5783
601.959,6.5774
602.012,6.5767
602.067,6.5758
602.111,6.5749
602.17,6.5739
602.205,6.5729
602.266,6.572
602.316,6.571
602.364,6.57
602.417,6.569
602.47,6.568
602.519,6.567
602.57,6.5661
602.626,6.5652
602.673,6.5644
602.723,6.5635
602.768,6.5626
602.818,6.5617
602.873,6.5608
602.922,6.5598
602.973,6.5589
603.027,6.5581
603.069,6.5572
603.118,6.5563
603.169,6.5555
603.221,6.5546
603.275,6.5537
603.33,6.5529
603.372,6.5521
603.429,6.5512
603.486,6.5504
603.534,6.5495
603.583,6.5488
603.635,6.548
603.683,6.5472
603.738,6.5464
603.788,6.5456
603.84,6.5447
603.881,6.5439
603.936,6.5431
603.989,6.5423
604.043,6.5415
604.093,6.5407
604.142,6.5399
604.189,6.5391
604.244,6.5383
604.288,6.5376
604.337,6.5368
604.391,6.5361
604.437,6.5353
604.484,6.5344
604.544,6.5337
604.594,6.5329
604.647,6.5321
604.697,6.5313
604.74,6.5306
604.797,6.5298
604.851,6.529
604.895,6.5283
604.944,6.5274
604.994,6.5267
605.041,6.5259
605.092,6.5252
605.147,6.5244
605.196,6.5238
605.251,6.5231
605.298,6.5223
605.35,6.5216
605.402,6.5209
605.458,6.5201
605.511,6.5194
605.553,6.5187
605.608,6.518
605.661,6.5174
605.712,6.5167
605.767,6.516
605.808,6.5152
605.862,6.5146
605.908,6.5139
605.964,6.5131
606.009,6.5124
606.059,6.5117
606.108,6.5109
606.16,6.5102
606.217,6.5096
606.263,6.5089
606.319,6.5083
606.37,6.5076
606.416,6.507
606.468,6.5063
606.518,6.5057
606.573,6.5051
606.62,6.5044
606.674,6.5038
606.714,6.5032
606.776,6.5026
606.823,6.502
606.877,6.5013
606.926,6.5007
606.973,6.5001
607.019,6.4995
607.075,6.4988
607.121,6.4982
607.171,6.4976
607.227,6.4969
607.276,6.4963
607.326,6.4957
607.368,6.4951
607.428,6.4944
607.469,6.4938
607.519,6.4932
607.575,6.4926
607.618,6.4921
607.673,6.4914
607.72,6.4909
607.769,6.4903
607.826,6.4898
607.879,6.4892
607.925,6.4887
607.985,6.4881
608.031,6.4876
608.076,6.487
608.127,6.4864
608.176,6.4859
608.226,6.4853
608.276,6.4848
608.327,6.4842
608.372,6.4838
608.428,6.4832
608.479,6.4827
608.527,6.4821
608.575,6.4816
608.624,6.481
608.67,6.4804
608.72,6.4799
608.774,6.4793
608.828,6.4788
608.88,6.4783
608.935,6.4778
608.978,6.4773
609.035,6.4768
609.083,6.4763
609.14,6.4758
609.186,6.4753
609.235,6.4748
609.284,6.4743
609.331,6.4738
609.38,6.4732
609.437,6.4728
609.486,6.4722
609.537,6.4717
609.591,6.4712
609.636,6.4707
609.694,6.4702
609.743,6.4698
609.797,6.4693
609.845,6.4689
609.893,6.4684
609.947,6.4679
609.991,6.4675
610.044,6.467
610.093,6.4666
610.137,6.4661
610.187,6.4657
610.239,6.4652
610.289,6.4648
610.344,6.4644
610.393,6.4639
610.448,6.4634
610.495,6.4629
610.542,6.4625
610.59,6.462
610.644,6.4615
610.694,6.4611
610.746,6.4606
610.793,6.4601
610.847,6.4597
610.894,6.4593
610.942,6.4589
610.995,6.4585
611.052,6.458
611.102,6.4576
611.145,6.4572
611.193,6.4568
611.248,6.4564
611.296,6.4561
611.346,6.4557
611.4,6.4553
611.45,6.4548
611.499,6.4544
611.54,6.454
611.603,6.4535
611.652,6.4531
611.703,6.4527
611.755,6.4524
611.802,6.4519
611.864,6.4516
611.912,6.4512
611.959,6.4508
612.006,6.4504
612.064,6.45
612.109,6.4497
612.162,6.4493
612.216,6.4489
612.266,6.4486
612.315,6.4482
612.362,6.4478
612.414,6.4474
612.465,6.4471
612.515,6.4467
612.568,6.4464
612.621,6.4461
612.669,6.4457
612.723,6.4454
612.771,6.445
612.826,6.4447
612.877,6.4443
612.927,6.444
612.977,6.4437
613.024,6.4434
613.075,6.443
613.123,6.4427
613.176,6.4424
613.229,6.442
613.281,6.4417
613.325,6.4413
613.383,6.4409
613.432,6.4406
613.482,6.4402
613.535,6.4399
613.588,6.4395
613.639,6.4392
613.682,6.4389
613.731,6.4386
613.778,6.4382
613.826,6.438
613.875,6.4376
613.93,6.4373
613.982,6.437
614.029,6.4367
614.087,6.4363
614.135,6.436
614.186,6.4357
614.244,6.4353
614.288,6.4351
614.34,6.4348
614.395,6.4345
614.442,6.4342
614.485,6.4339
614.543,6.4337
614.588,6.4334
614.638,6.4331
614.693,6.4329
614.745,6.4326
614.793,6.4323
614.843,6.432
614.894,6.4317
614.945,6.4313
614.989,6.431
615.04,6.4308
615.09,6.4305
615.146,6.4302
615.194,6.43
615.247,6.4298
615.295,6.4295
615.349,6.4293
615.39,6.429
615.454,6.4287
615.506,6.4284
615.559,6.4282
615.594,6.4279
615.648,6.4277
615.693,6.4274
615.74,6.4271
615.791,6.4269
615.835,6.4266
615.888,6.4263
615.939,6.426
615.996,6.4258
616.04,6.4254
616.095,6.4252
616.143,6.4249
616.195,6.4247
616.25,6.4244
616.296,6.4241
616.345,6.4239
616.389,6.4237
616.441,6.4234
616.498,6.4231
616.544,6.4229
616.595,6.4227
616.644,6.4225
616.698,6.4222
616.743,6.422
616.799,6.4218
616.845,6.4216
616.892,6.4214
616.946,6.4211
616.994,6.4209
617.049,6.4207
617.097,6.4205
617.143,6.4202
617.191,6.42
617.245,6.4198
617.291,6.4196
617.348,6.4194
617.397,6.4191
617.447,6.4189
617.497,6.4187
617.542,6.4185
617.584,6.4182
617.63,6.418
617.678,6.4178
617.729,6.4176
617.781,6.4174
617.83,6.4171
617.888,6.4169
617.94,6.4167
617.981,6.4164
618.032,6.4161
618.082,6.4159
618.14,6.4157
618.194,6.4155
618.24,6.4153
618.288,6.4151
618.35,6.415
618.401,6.4148
618.449,6.4146
618.496,6.4145
618.545,6.4142
618.601,6.414
618.646,6.4138
618.702,6.4136
618.746,6.4134
618.8,6.4133
618.846,6.4131
618.893,6.4129
618.941,6.4127
618.999,6.4126
619.046,6.4124
619.097,6.4122
619.147,6.412
619.2,6.4118
619.245,6.4116
619.296,6.4113
619.351,6.4111
619.396,6.4109
619.444,6.4107
619.491,6.4105
619.545,6.4103
619.599,6.4101
619.647,6.4099
619.694,6.4098
619.747,6.4096
619.806,6.4095
619.854,6.4093
619.902,6.4091
619.949,6.4089
620.004,6.4088
620.049,6.4086
620.098,6.4084
620.144,6.4082
620.198,6.408
620.248,6.4078
620.304,6.4076
620.345,6.4074
620.396,6.4073
620.453,6.407
620.504,6.4069
620.55,6.4067
620.604,6.4065
620.65,6.4064
620.705,6.4062
620.753,6.406
620.8,6.4058
620.85,6.4056
620.9,6.4055
620.953,6.4053
621.003,6.4052
621.056,6.4051
621.113,6.4049
621.16,6.4047
621.212,6.4046
621.259,6.4044
621.314,6.4043
621.361,6.4041
621.412,6.404
621.459,6.4038
621.513,6.4037
621.568,6.4035
621.612,6.4034
621.661,6.4032
621.714,6.403
621.766,6.4028
621.819,6.4026
621.871,6.4025
621.918,6.4023
621.967,6.4022
622.021,6.4021
622.073,6.4019
622.12,6.4017
622.162,6.4016
622.218,6.4014
622.274,6.4013
622.32,6.4012
622.366,6.401
622.412,6.4009
622.459,6.4007
622.515,6.4006
622.569,6.4004
622.621,6.4003
622.671,6.4002
622.729,6.4
622.784,6.3998
622.826,6.3997
622.879,6.3995
622.924,6.3994
622.977,6.3992
623.023,6.399
623.07,6.3988
623.118,6.3986
623.171,6.3984
623.217,6.3983
623.271,6.3981
623.323,6.398
623.373,6.3979
623.419,6.3977
623.472,6.3976
623.518,6.3975
623.574,6.3974
623.624,6.3973
623.667,6.3972
623.723,6.397
623.764,6.3969
623.812,6.3967
623.862,6.3966
623.914,6.3964
623.966,6.3962
624.009,6.396
624.063,6.3958
624.11,6.3955
624.167,6.3952
624.215,6.3951
624.259,6.3951
624.316,6.3951
624.365,6.395
624.415,6.3952
624.472,6.3952
624.516,6.3951
624.568,6.395
624.616,6.3949
624.666,6.3946
624.713,6.3944
624.762,6.3942
624.82,6.394
