"T, K","m, mg"
400.049,14.433
400.095,14.433
400.144,14.433
400.196,14.433
400.237,14.433
400.291,14.433
400.344,14.433
400.382,14.433
400.431,14.433
400.484,14.433
400.534,14.433
400.59,14.433
400.635,14.433
400.682,14.433
400.737,14.433
400.782,14.433
400.823,14.433
400.874,14.433
400.922,14.433
400.976,14.433
401.03,14.433
401.083,14.433
401.119,14.433
401.166,14.433
401.223,14.433
401.278,14.433
401.328,14.433
401.373,14.433
401.425,14.433
401.47,14.433
401.518,14.433
401.565,14.433
401.61,14.433
401.665,14.433
401.717,14.433
401.769,14.433
401.819,14.433
401.871,14.433
401.921,14.433
401.962,14.433
402.008,14.433
402.061,14.433
402.118,14.433
402.161,14.433
402.21,14.433
402.268,14.433
402.329,14.433
402.373,14.433
402.422,14.433
402.463,14.433
402.512,14.433
402.561,14.433
402.61,14.433
402.662,14.433
402.708,14.433
402.757,14.433
402.804,14.433
402.846,14.433
402.905,14.433
402.953,14.433
403,14.433
403.052,14.433
403.101,14.433
403.147,14.433
403.206,14.433
403.251,14.433
403.294,14.433
403.347,14.433
403.398,14.433
403.44,14.433
403.492,14.433
403.541,14.433
403.593,14.433
403.639,14.433
403.691,14.433
403.74,14.433
403.794,14.433
403.835,14.433
403.887,14.433
403.942,14.433
403.983,14.433
404.033,14.433
404.084,14.433
404.132,14.433
404.181,14.433
404.236,14.433
404.276,14.433
404.332,14.433
404.387,14.433
404.432,14.433
404.491,14.4331
404.535,14.4331
404.588,14.4331
404.632,14.4332
404.679,14.4332
404.731,14.4332
404.781,14.4332
404.832,14.4332
404.879,14.4332
404.923,14.4331
404.969,14.4331
405.016,14.4331
405.068,14.433
405.123,14.433
405.176,14.433
405.232,14.4331
405.281,14.4332
405.333,14.4333
405.377,14.4334
405.426,14.4334
405.477,14.4335
405.525,14.4335
405.58,14.4334
405.632,14.4334
405.683,14.4333
405.739,14.4333
405.781,14.4333
405.836,14.4333
405.886,14.4333
405.928,14.4333
405.978,14.4334
406.025,14.4334
406.076,14.4334
406.129,14.4334
406.178,14.4334
406.226,14.4334
406.27,14.4335
406.316,14.4336
406.37,14.4336
406.42,14.4336
406.467,14.4336
406.518,14.4336
406.569,14.4335
406.621,14.4335
406.666,14.4335
406.724,14.4335
406.767,14.4336
406.818,14.4337
406.864,14.4337
406.918,14.4338
406.973,14.4338
407.021,14.4339
407.064,14.4339
407.118,14.4339
407.166,14.4339
407.215,14.4339
407.258,14.4339
407.309,14.4339
407.36,14.4339
407.408,14.4339
407.458,14.4339
407.515,14.434
407.548,14.434
407.602,14.434
407.651,14.434
407.71,14.434
407.77,14.434
407.815,14.434
407.868,14.434
407.91,14.434
407.958,14.434
408.012,14.434
408.059,14.434
408.112,14.434
408.164,14.434
408.209,14.434
408.265,14.434
408.303,14.434
408.352,14.434
408.407,14.434
408.453,14.434
408.506,14.434
408.561,14.434
408.61,14.434
408.652,14.434
408.698,14.434
408.754,14.434
408.81,14.434
408.857,14.434
408.902,14.434
408.946,14.434
408.996,14.434
409.044,14.434
409.093,14.434
409.148,14.434
409.194,14.434
409.245,14.434
409.29,14.434
409.342,14.434
409.392,14.434
409.446,14.434
409.502,14.434
409.543,14.434
409.59,14.434
409.646,14.434
409.698,14.434
409.741,14.434
409.789,14.434
409.847,14.434
409.907,14.434
409.944,14.434
409.991,14.434
410.052,14.434
410.099,14.434
410.142,14.434
410.199,14.434
410.246,14.434
410.293,14.434
410.346,14.434
410.387,14.434
410.449,14.434
410.501,14.434
410.54,14.434
410.595,14.434
410.649,14.434
410.693,14.434
410.743,14.434
410.784,14.434
410.842,14.434
410.894,14.434
410.948,14.434
410.994,14.434
411.047,14.434
411.095,14.434
411.148,14.434
411.201,14.434
411.251,14.434
411.303,14.434
411.352,14.434
411.4,14.434
411.442,14.434
411.488,14.434
411.542,14.434
411.585,14.434
411.631,14.434
411.682,14.434
411.744,14.434
411.789,14.434
411.836,14.434
411.89,14.434
411.937,14.434
411.984,14.434
412.034,14.434
412.088,14.434
412.14,14.434
412.195,14.434
412.245,14.434
412.293,14.434
412.347,14.434
412.395,14.434
412.437,14.434
412.488,14.434
412.538,14.434
412.588,14.434
412.63,14.434
412.676,14.434
412.733,14.434
412.783,14.434
412.833,14.434
412.883,14.434
412.932,14.434
412.981,14.434
413.026,14.434
413.086,14.434
413.138,14.434
413.177,14.434
413.227,14.434
413.27,14.434
413.336,14.434
413.383,14.434
413.435,14.434
413.48,14.434
413.526,14.434
413.575,14.434
413.626,14.434
413.669,14.434
413.721,14.434
413.777,14.434
413.824,14.434
413.872,14.434
413.924,14.434
413.974,14.434
414.02,14.434
414.07,14.434
414.13,14.434
414.175,14.434
414.213,14.434
414.264,14.434
414.319,14.434
414.367,14.434
414.409,14.434
414.459,14.434
414.519,14.434
414.569,14.434
414.622,14.434
414.673,14.434
414.713,14.434
414.762,14.434
414.808,14.434
414.866,14.434
414.918,14.434
414.97,14.434
415.023,14.434
415.079,14.434
415.124,14.434
415.173,14.434
415.221,14.434
415.268,14.434
415.327,14.434
415.382,14.434
415.426,14.434
415.479,14.4341
415.523,14.4341
415.573,14.4341
415.637,14.4341
415.681,14.4341
415.727,14.4341
415.774,14.4341
415.82,14.434
415.878,14.434
415.928,14.434
415.97,14.434
416.018,14.434
416.07,14.434
416.112,14.434
416.169,14.434
416.222,14.434
416.266,14.434
416.315,14.434
416.367,14.4341
416.422,14.4341
416.469,14.4341
416.516,14.4341
416.574,14.4341
416.625,14.4341
416.675,14.4341
416.724,14.434
416.772,14.434
416.824,14.434
416.868,14.434
416.916,14.434
416.973,14.434
417.018,14.434
417.065,14.434
417.117,14.434
417.164,14.434
417.219,14.434
417.261,14.434
417.317,14.4341
417.359,14.4341
417.404,14.4341
417.459,14.4342
417.504,14.4342
417.565,14.4342
417.609,14.4343
417.665,14.4343
417.713,14.4342
417.763,14.4343
417.804,14.4343
417.856,14.4344
417.905,14.4344
417.958,14.4344
418.014,14.4344
418.055,14.4344
418.109,14.4343
418.157,14.4343
418.206,14.4343
418.258,14.4343
418.303,14.4344
418.351,14.4344
418.413,14.4343
418.461,14.4345
418.505,14.4346
418.562,14.4346
418.604,14.4347
418.657,14.4348
418.704,14.4349
418.751,14.4349
418.805,14.4349
418.851,14.4349
418.903,14.4349
418.96,14.4348
419.004,14.4348
419.052,14.4348
419.101,14.4348
419.146,14.4347
419.204,14.4347
419.251,14.4348
419.303,14.4348
419.359,14.4348
419.403,14.4348
419.452,14.4348
419.498,14.4349
419.547,14.4349
419.608,14.4349
419.647,14.435
419.698,14.435
419.747,14.435
419.798,14.435
419.845,14.435
419.901,14.435
419.947,14.435
420.001,14.435
420.06,14.435
420.103,14.435
420.151,14.435
420.2,14.435
420.255,14.435
420.305,14.435
420.348,14.4349
420.392,14.4348
420.445,14.4346
420.494,14.4345
420.547,14.4344
420.596,14.4343
420.639,14.4342
420.694,14.4343
420.749,14.4343
420.795,14.4344
420.844,14.4345
420.888,14.4347
420.939,14.4348
420.986,14.4349
421.036,14.4349
421.084,14.4349
421.137,14.4348
421.195,14.4349
421.241,14.4348
421.285,14.4348
421.337,14.4348
421.382,14.4348
421.436,14.4348
421.48,14.4348
421.53,14.4348
421.589,14.4348
421.631,14.4348
421.677,14.4348
421.727,14.4349
421.78,14.4349
421.824,14.4349
421.883,14.435
421.924,14.435
421.98,14.4349
422.032,14.4349
422.077,14.4348
422.12,14.4348
422.167,14.4348
422.227,14.4348
422.267,14.4348
422.322,14.4348
422.374,14.4349
422.418,14.4349
422.47,14.4349
422.523,14.435
422.569,14.435
422.616,14.435
422.665,14.4349
422.715,14.4348
422.762,14.4348
422.802,14.4347
422.851,14.4346
422.916,14.4345
422.965,14.4346
423.011,14.4346
423.053,14.4346
423.112,14.4348
423.16,14.4349
423.214,14.4349
423.265,14.435
423.31,14.435
423.363,14.435
423.412,14.435
423.458,14.435
423.505,14.435
423.563,14.435
423.61,14.435
423.667,14.435
423.716,14.435
423.766,14.435
423.818,14.435
423.861,14.435
423.911,14.435
423.955,14.435
424.017,14.435
424.063,14.435
424.111,14.435
424.164,14.435
424.21,14.435
424.266,14.435
424.307,14.435
424.363,14.435
424.41,14.435
424.465,14.435
424.508,14.435
424.564,14.435
424.608,14.4349
424.666,14.4348
424.713,14.4347
424.755,14.4347
424.81,14.4347
424.854,14.4348
424.905,14.4349
424.961,14.4349
425.013,14.4349
425.058,14.435
425.105,14.435
425.163,14.435
425.211,14.435
425.267,14.435
425.313,14.435
425.359,14.435
425.408,14.435
425.46,14.435
425.51,14.435
425.56,14.435
425.603,14.435
425.658,14.435
425.709,14.435
425.748,14.435
425.798,14.435
425.855,14.435
425.913,14.435
425.954,14.435
426.001,14.435
426.057,14.435
426.097,14.435
426.15,14.435
426.2,14.435
426.249,14.435
426.298,14.435
426.347,14.435
426.4,14.435
426.449,14.435
426.483,14.435
426.533,14.435
426.585,14.435
426.64,14.435
426.683,14.435
426.732,14.435
426.783,14.435
426.832,14.435
426.88,14.435
426.932,14.435
426.983,14.435
427.032,14.435
427.077,14.435
427.135,14.435
427.191,14.435
427.242,14.435
427.286,14.435
427.334,14.435
427.384,14.435
427.435,14.435
427.483,14.435
427.527,14.435
427.574,14.435
427.621,14.435
427.671,14.435
427.726,14.435
427.774,14.435
427.823,14.435
427.878,14.435
427.925,14.435
427.973,14.435
428.024,14.435
428.069,14.435
428.124,14.435
428.171,14.435
428.223,14.435
428.279,14.435
428.329,14.435
428.376,14.435
428.423,14.435
428.475,14.435
428.518,14.435
428.565,14.435
428.627,14.435
428.672,14.435
428.717,14.435
428.772,14.435
428.815,14.435
428.869,14.435
428.911,14.435
428.957,14.435
429.009,14.435
429.069,14.4349
429.118,14.4349
429.162,14.4348
429.215,14.4348
429.263,14.4348
429.31,14.4348
429.365,14.4348
429.416,14.4348
429.468,14.4348
429.517,14.4349
429.572,14.4349
429.619,14.4349
429.67,14.435
429.718,14.435
429.767,14.435
429.821,14.435
429.866,14.435
429.919,14.435
429.97,14.435
430.011,14.435
430.06,14.435
430.116,14.435
430.163,14.435
430.212,14.435
430.254,14.435
430.309,14.435
430.359,14.435
430.4,14.435
430.455,14.435
430.509,14.4349
430.553,14.4349
430.596,14.4349
430.643,14.4349
430.703,14.4349
430.746,14.4349
430.804,14.4348
430.86,14.4348
430.905,14.4348
430.954,14.4348
431.004,14.4348
431.06,14.4348
431.109,14.4349
431.162,14.4349
431.204,14.4349
431.258,14.4349
431.31,14.4349
431.367,14.4349
431.412,14.4348
431.45,14.4349
431.505,14.4349
431.558,14.4349
431.603,14.4349
431.647,14.4349
431.7,14.4349
431.749,14.4349
431.812,14.4348
431.858,14.4346
431.901,14.4346
431.945,14.4345
432.002,14.4344
432.05,14.4345
432.1,14.4345
432.152,14.4346
432.201,14.4346
432.245,14.4346
432.303,14.4346
432.356,14.4346
432.405,14.4346
432.451,14.4345
432.506,14.4345
432.557,14.4345
432.601,14.4346
432.656,14.4346
432.706,14.4347
432.754,14.4348
432.803,14.4349
432.85,14.4349
432.899,14.435
432.947,14.435
433,14.435
433.06,14.435
433.107,14.435
433.159,14.4349
433.2,14.4349
433.246,14.4348
433.297,14.4348
433.347,14.4348
433.398,14.4348
433.453,14.4348
433.498,14.4347
433.553,14.4348
433.6,14.4348
433.656,14.4347
433.695,14.4346
433.746,14.4345
433.791,14.4344
433.858,14.4344
433.899,14.4343
433.952,14.4342
433.998,14.4342
434.049,14.4341
434.088,14.4341
434.137,14.4341
434.196,14.434
434.241,14.434
434.286,14.434
434.345,14.434
434.392,14.434
434.441,14.434
434.493,14.434
434.546,14.434
434.594,14.434
434.642,14.434
434.692,14.434
434.736,14.434
434.781,14.434
434.837,14.434
434.888,14.434
434.935,14.434
434.983,14.434
435.039,14.434
435.088,14.434
435.147,14.434
435.187,14.434
435.238,14.434
435.287,14.434
435.339,14.434
435.388,14.434
435.439,14.434
435.482,14.434
435.537,14.434
435.588,14.434
435.635,14.434
435.68,14.434
435.737,14.434
435.793,14.434
435.842,14.434
435.888,14.434
435.944,14.434
435.986,14.434
436.036,14.434
436.088,14.434
436.14,14.434
436.191,14.434
436.234,14.434
436.28,14.434
436.335,14.434
436.387,14.434
436.437,14.434
436.478,14.434
436.526,14.434
436.582,14.434
436.629,14.434
436.678,14.434
436.726,14.434
436.772,14.4339
436.823,14.4338
436.873,14.4338
436.924,14.4338
436.978,14.4337
437.023,14.4337
437.076,14.4337
437.126,14.4338
437.169,14.4338
437.228,14.4339
437.274,14.4339
437.322,14.4339
437.371,14.434
437.423,14.434
437.47,14.434
437.514,14.434
437.571,14.434
437.619,14.434
437.671,14.434
437.716,14.434
437.776,14.434
437.823,14.434
437.868,14.434
437.913,14.434
437.969,14.434
438.023,14.434
438.067,14.434
438.113,14.434
438.161,14.434
438.228,14.434
438.271,14.434
438.322,14.434
438.366,14.434
438.418,14.434
438.468,14.434
438.517,14.434
438.559,14.434
438.616,14.434
438.669,14.434
438.713,14.434
438.766,14.434
438.812,14.434
438.858,14.434
438.918,14.434
438.973,14.434
439.029,14.434
439.065,14.434
439.122,14.434
439.168,14.434
439.219,14.434
439.263,14.434
439.317,14.434
439.356,14.434
439.418,14.434
439.474,14.434
439.515,14.434
439.568,14.434
439.608,14.434
439.662,14.434
439.72,14.4339
439.767,14.4339
439.812,14.4339
439.861,14.4338
439.908,14.4337
439.962,14.4337
440.014,14.4337
440.069,14.4336
440.124,14.4337
440.168,14.4337
440.217,14.4336
440.27,14.4336
440.313,14.4336
440.36,14.4334
440.402,14.4334
440.456,14.4333
440.507,14.4333
440.559,14.4333
440.617,14.4333
440.663,14.4333
440.708,14.4333
440.758,14.4333
440.81,14.4333
440.862,14.4333
440.907,14.4333
440.958,14.4333
441.007,14.4333
441.054,14.4333
441.107,14.4334
441.157,14.4334
441.207,14.4333
441.258,14.4333
441.309,14.4332
441.354,14.4332
441.407,14.4331
441.468,14.4331
441.507,14.4331
441.554,14.433
441.607,14.433
441.652,14.433
441.708,14.433
441.758,14.433
441.812,14.433
441.861,14.433
441.909,14.433
441.961,14.433
442.009,14.433
442.054,14.433
442.1,14.433
442.139,14.433
442.206,14.433
442.256,14.433
442.309,14.433
442.355,14.433
442.405,14.433
442.459,14.433
442.511,14.433
442.553,14.433
442.611,14.433
442.662,14.433
442.707,14.433
442.762,14.433
442.808,14.433
442.856,14.433
442.906,14.433
442.957,14.433
443.006,14.433
443.057,14.433
443.105,14.433
443.158,14.433
443.206,14.433
443.25,14.433
443.31,14.433
443.361,14.433
443.413,14.433
443.464,14.433
443.514,14.433
443.564,14.433
443.614,14.433
443.663,14.433
443.707,14.433
443.747,14.433
443.804,14.433
443.85,14.433
443.902,14.433
443.949,14.433
444.003,14.433
444.045,14.433
444.096,14.433
444.151,14.433
444.2,14.433
444.248,14.433
444.296,14.433
444.353,14.433
444.402,14.433
444.446,14.4329
444.501,14.4328
444.548,14.4328
444.599,14.4326
444.642,14.4325
444.704,14.4325
444.756,14.4324
444.804,14.4323
444.85,14.4324
444.903,14.4324
444.946,14.4323
444.999,14.4323
445.049,14.4322
445.098,14.4322
445.157,14.4322
445.201,14.4322
445.253,14.4322
445.3,14.4322
445.339,14.4322
445.406,14.4322
445.449,14.4321
445.499,14.4321
445.551,14.4321
445.599,14.432
445.657,14.432
445.698,14.432
445.753,14.432
445.808,14.432
445.855,14.432
445.905,14.432
445.955,14.432
446.006,14.432
446.049,14.432
446.104,14.432
446.153,14.432
446.208,14.432
446.26,14.432
446.305,14.432
446.355,14.432
446.401,14.432
446.456,14.432
446.504,14.432
446.554,14.432
446.607,14.432
446.658,14.432
446.71,14.432
446.764,14.432
446.81,14.432
446.859,14.432
446.906,14.432
446.958,14.432
447.009,14.432
447.046,14.432
447.107,14.432
447.155,14.432
447.213,14.432
447.26,14.432
447.308,14.432
447.353,14.432
447.401,14.432
447.462,14.432
447.511,14.432
447.563,14.432
447.61,14.432
447.66,14.432
447.712,14.432
447.771,14.432
447.816,14.432
447.863,14.432
447.905,14.432
447.959,14.432
448.016,14.432
448.064,14.4319
448.113,14.4318
448.159,14.4318
448.213,14.4316
448.267,14.4315
448.317,14.4314
448.372,14.4313
448.419,14.4312
448.472,14.4312
448.517,14.4311
448.566,14.4312
448.612,14.4311
448.671,14.4312
448.721,14.4312
448.773,14.4311
448.821,14.4311
448.861,14.4311
448.921,14.4311
448.974,14.431
449.021,14.431
449.07,14.431
449.123,14.431
449.169,14.431
449.224,14.431
449.266,14.431
449.323,14.431
449.375,14.431
449.421,14.431
449.461,14.431
449.518,14.431
449.564,14.431
449.623,14.431
449.664,14.431
449.721,14.431
449.771,14.431
449.819,14.431
449.869,14.431
449.92,14.431
449.974,14.431
450.017,14.431
450.062,14.431
450.117,14.431
450.173,14.431
450.217,14.431
450.264,14.431
450.309,14.431
450.363,14.431
450.413,14.431
450.463,14.431
450.518,14.431
450.558,14.431
450.6,14.431
450.652,14.431
450.708,14.431
450.767,14.431
450.814,14.4309
450.86,14.4308
450.911,14.4306
450.959,14.4305
451.005,14.4304
451.057,14.4303
451.119,14.4302
451.163,14.4302
451.21,14.4301
451.269,14.4301
451.314,14.43
451.375,14.43
451.422,14.43
451.472,14.43
451.524,14.43
451.567,14.43
451.614,14.43
451.666,14.43
451.722,14.43
451.771,14.43
451.827,14.43
451.869,14.43
451.917,14.43
451.974,14.43
452.021,14.43
452.071,14.43
452.12,14.43
452.16,14.43
452.216,14.43
452.268,14.43
452.319,14.43
452.368,14.43
452.421,14.43
452.46,14.43
452.517,14.43
452.568,14.43
452.608,14.43
452.653,14.43
452.705,14.43
452.76,14.43
452.814,14.43
452.857,14.43
452.911,14.43
452.962,14.43
453.016,14.43
453.065,14.43
453.119,14.43
453.172,14.43
453.213,14.43
453.26,14.4299
453.313,14.4298
453.368,14.4297
453.42,14.4295
453.47,14.4294
453.515,14.4293
453.565,14.4292
453.61,14.4291
453.662,14.4291
453.711,14.4291
453.757,14.429
453.816,14.429
453.861,14.429
453.918,14.429
453.959,14.429
454.015,14.429
454.064,14.429
454.11,14.429
454.153,14.429
454.203,14.429
454.258,14.429
454.305,14.429
454.357,14.429
454.405,14.429
454.458,14.429
454.508,14.429
454.557,14.429
454.608,14.429
454.658,14.429
454.709,14.429
454.753,14.429
454.804,14.429
454.851,14.429
454.908,14.429
454.961,14.429
455.006,14.429
455.052,14.429
455.109,14.429
455.155,14.429
455.198,14.429
455.253,14.429
455.3,14.429
455.352,14.4289
455.406,14.4288
455.456,14.4287
455.506,14.4285
455.548,14.4284
455.595,14.4283
455.654,14.4282
455.703,14.4282
455.749,14.4281
455.802,14.428
455.851,14.428
455.903,14.428
455.951,14.428
456.002,14.428
456.054,14.428
456.105,14.428
456.158,14.428
456.208,14.428
456.252,14.428
456.305,14.428
456.345,14.428
456.405,14.428
456.458,14.428
456.504,14.428
456.554,14.428
456.602,14.428
456.65,14.428
456.695,14.428
456.747,14.428
456.793,14.428
456.851,14.428
456.893,14.428
456.944,14.428
456.996,14.428
457.045,14.428
457.088,14.428
457.135,14.428
457.194,14.428
457.245,14.4279
457.289,14.4278
457.332,14.4278
457.391,14.4277
457.447,14.4275
457.502,14.4274
457.553,14.4273
457.595,14.4272
457.644,14.4271
457.688,14.4271
457.747,14.4271
457.798,14.427
457.845,14.427
457.893,14.427
457.939,14.427
457.985,14.427
458.032,14.427
458.086,14.427
458.139,14.427
458.187,14.427
458.235,14.427
458.285,14.427
458.34,14.427
458.388,14.427
458.439,14.427
458.491,14.427
458.544,14.427
458.586,14.427
458.635,14.427
458.683,14.427
458.737,14.427
458.786,14.427
458.83,14.427
458.887,14.4269
458.942,14.4268
458.987,14.4266
459.037,14.4265
459.09,14.4264
459.145,14.4263
459.19,14.4262
459.237,14.4262
459.285,14.4261
459.339,14.4261
459.388,14.426
459.442,14.426
459.486,14.426
459.541,14.426
459.594,14.426
459.641,14.426
459.693,14.426
459.74,14.426
459.786,14.426
459.832,14.426
459.891,14.426
459.944,14.426
459.991,14.426
460.039,14.426
460.085,14.426
460.136,14.426
460.182,14.4259
460.24,14.4259
460.285,14.4259
460.331,14.4258
460.386,14.4256
460.432,14.4255
460.481,14.4254
460.53,14.4253
460.583,14.4252
460.626,14.4251
460.684,14.4251
460.733,14.425
460.791,14.425
460.836,14.425
460.879,14.425
460.936,14.425
460.992,14.425
461.039,14.425
461.095,14.425
461.136,14.425
461.189,14.425
461.237,14.425
461.291,14.425
461.331,14.425
461.38,14.425
461.427,14.425
461.486,14.425
461.536,14.425
461.584,14.425
461.635,14.425
461.683,14.425
461.738,14.425
461.788,14.4249
461.835,14.4248
461.876,14.4247
461.927,14.4245
461.977,14.4244
462.03,14.4243
462.087,14.4242
462.132,14.4241
462.175,14.4241
462.225,14.4241
462.275,14.4242
462.327,14.4243
462.375,14.4246
462.42,14.4248
462.476,14.4249
462.531,14.4249
462.58,14.4249
462.635,14.4248
462.684,14.4248
462.732,14.4247
462.78,14.4246
462.827,14.4243
462.874,14.4242
462.935,14.4241
462.981,14.4241
463.031,14.424
463.074,14.4238
463.124,14.4237
463.176,14.4237
463.229,14.4236
463.283,14.4234
463.325,14.4233
463.377,14.4232
463.421,14.4232
463.47,14.4231
463.526,14.4231
463.573,14.423
463.622,14.423
463.672,14.423
463.721,14.423
463.768,14.423
463.823,14.423
463.87,14.423
463.918,14.423
463.971,14.423
464.023,14.423
464.073,14.423
464.117,14.423
464.168,14.423
464.222,14.423
464.27,14.423
464.316,14.423
464.369,14.423
464.429,14.4229
464.474,14.4228
464.522,14.4227
464.572,14.4226
464.629,14.4224
464.672,14.4222
464.724,14.4221
464.774,14.4221
464.828,14.4221
464.881,14.422
464.932,14.422
464.981,14.422
465.035,14.422
465.087,14.422
465.134,14.422
465.174,14.422
465.229,14.422
465.273,14.422
465.327,14.4219
465.375,14.4218
465.421,14.4218
465.477,14.4217
465.53,14.4215
465.574,14.4214
465.62,14.4213
465.676,14.4212
465.734,14.4211
465.785,14.4211
465.83,14.4211
465.881,14.421
465.918,14.421
465.972,14.421
466.031,14.421
466.083,14.421
466.129,14.421
466.175,14.421
466.222,14.421
466.271,14.421
466.324,14.421
466.371,14.421
466.414,14.421
466.455,14.4209
466.512,14.4209
466.559,14.4209
466.612,14.4208
466.664,14.4206
466.717,14.4205
466.767,14.4204
466.818,14.4203
466.866,14.4202
466.924,14.4201
466.966,14.4201
467.026,14.42
467.07,14.42
467.119,14.42
467.169,14.4199
467.213,14.4198
467.268,14.4197
467.326,14.4195
467.367,14.4194
467.414,14.4193
467.463,14.4192
467.51,14.4191
467.568,14.4191
467.617,14.4191
467.672,14.419
467.712,14.419
467.758,14.419
467.814,14.419
467.858,14.419
467.907,14.419
467.96,14.419
468.016,14.419
468.062,14.419
468.114,14.419
468.173,14.419
468.218,14.419
468.268,14.419
468.315,14.419
468.375,14.419
468.428,14.419
468.481,14.4189
468.528,14.4188
468.576,14.4187
468.629,14.4186
468.673,14.4184
468.718,14.4182
468.768,14.4181
468.823,14.4181
468.873,14.4181
468.92,14.418
468.969,14.418
469.02,14.418
469.074,14.418
469.124,14.418
469.174,14.418
469.227,14.418
469.269,14.418
469.317,14.418
469.375,14.418
469.422,14.4179
469.467,14.4178
469.521,14.4177
469.571,14.4175
469.621,14.4174
469.67,14.4173
469.722,14.4172
469.775,14.4171
469.817,14.4171
469.863,14.4171
469.913,14.417
469.964,14.417
470.018,14.417
470.075,14.4169
470.12,14.4168
470.163,14.4167
470.212,14.4165
470.269,14.4164
470.319,14.4163
470.365,14.4162
470.418,14.4161
470.469,14.4161
470.526,14.4161
470.575,14.416
470.619,14.416
470.667,14.416
470.715,14.416
470.764,14.416
470.808,14.416
470.866,14.416
470.912,14.416
470.968,14.416
471.015,14.4159
471.063,14.4158
471.111,14.4156
471.163,14.4155
471.225,14.4154
471.27,14.4153
471.32,14.4152
471.364,14.4152
471.417,14.4151
471.469,14.4151
471.519,14.415
471.569,14.415
471.619,14.415
471.675,14.415
471.726,14.4149
471.775,14.4148
471.815,14.4146
471.867,14.4145
471.914,14.4144
471.965,14.4143
472.018,14.4142
472.062,14.4141
472.109,14.4141
472.168,14.414
472.209,14.414
472.258,14.414
472.315,14.414
472.357,14.414
472.417,14.414
472.469,14.414
472.523,14.4139
472.565,14.4138
472.62,14.4137
472.665,14.4136
472.725,14.4134
472.772,14.4132
472.823,14.4131
472.864,14.4131
472.924,14.4131
472.965,14.413
473.017,14.413
473.067,14.413
473.121,14.413
473.172,14.413
473.222,14.4129
473.271,14.4128
473.326,14.4127
473.368,14.4125
473.418,14.4124
473.47,14.4123
473.523,14.4122
473.578,14.4121
473.626,14.4121
473.685,14.4121
473.734,14.412
473.789,14.412
473.834,14.412
473.877,14.412
473.929,14.4119
473.986,14.4118
474.034,14.4117
474.078,14.4115
474.142,14.4114
474.179,14.4113
474.228,14.4112
474.281,14.4111
474.323,14.4111
474.378,14.4111
474.432,14.411
474.471,14.4109
474.523,14.4108
474.572,14.4107
474.629,14.4105
474.677,14.4104
474.73,14.4103
474.779,14.4102
474.825,14.4101
474.878,14.4101
474.933,14.41
474.986,14.41
475.033,14.41
475.083,14.41
475.134,14.4099
475.188,14.4098
475.225,14.4097
475.27,14.4095
475.324,14.4094
475.368,14.4093
475.423,14.4092
475.481,14.4092
475.523,14.4091
475.576,14.409
475.623,14.409
475.674,14.409
475.722,14.4089
475.769,14.4088
475.812,14.4087
475.856,14.4085
475.913,14.4084
475.963,14.4083
476.014,14.4082
476.067,14.4081
476.115,14.4081
476.169,14.4081
476.221,14.408
476.269,14.4079
476.319,14.4078
476.374,14.4077
476.424,14.4075
476.473,14.4074
476.52,14.4073
476.566,14.4072
476.616,14.4071
476.663,14.4071
476.715,14.407
476.763,14.407
476.817,14.4069
476.87,14.4069
476.918,14.4068
476.963,14.4066
477.018,14.4065
477.071,14.4064
477.121,14.4063
477.17,14.4062
477.211,14.4062
477.267,14.4061
477.311,14.4059
477.363,14.4058
477.412,14.4057
477.468,14.4055
477.517,14.4054
477.558,14.4053
477.614,14.4052
477.658,14.4052
477.717,14.4051
477.763,14.4051
477.815,14.405
477.859,14.4049
477.907,14.4048
477.96,14.4047
478.01,14.4046
478.058,14.4044
478.102,14.4043
478.151,14.4042
478.198,14.4041
478.243,14.404
478.296,14.4039
478.345,14.4038
478.405,14.4037
478.452,14.4036
478.508,14.4034
478.556,14.4033
478.612,14.4032
478.656,14.4031
478.713,14.403
478.755,14.4031
478.802,14.403
478.849,14.4029
478.904,14.4028
478.951,14.4027
479,14.4025
479.053,14.4024
479.103,14.4023
479.149,14.4022
479.198,14.4021
479.252,14.4021
479.3,14.4019
479.35,14.4018
479.403,14.4017
479.448,14.4015
479.5,14.4014
479.554,14.4013
479.611,14.4012
479.657,14.4011
479.699,14.4011
479.753,14.401
479.797,14.4009
479.845,14.4008
479.898,14.4006
479.947,14.4005
480.001,14.4004
480.049,14.4003
480.096,14.4002
480.15,14.4001
480.203,14.4001
480.25,14.4
480.304,14.3999
480.349,14.3998
480.396,14.3997
480.447,14.3995
480.496,14.3994
480.548,14.3993
480.601,14.3992
480.653,14.3991
480.7,14.399
480.753,14.3989
480.802,14.3988
480.848,14.3987
480.897,14.3985
480.957,14.3984
481.01,14.3983
481.066,14.3982
481.113,14.398
481.158,14.3978
481.215,14.3977
481.263,14.3975
481.311,14.3974
481.366,14.3973
481.413,14.3972
481.462,14.3971
481.507,14.397
481.567,14.3968
481.618,14.3967
481.67,14.3966
481.724,14.3964
481.768,14.3963
481.818,14.3962
481.868,14.3961
481.916,14.3959
481.966,14.3957
482.022,14.3956
482.066,14.3955
482.129,14.3953
482.167,14.3952
482.228,14.3952
482.285,14.3951
482.334,14.395
482.375,14.395
482.417,14.3949
482.47,14.3948
482.523,14.3947
482.575,14.3946
482.63,14.3944
482.671,14.3942
